gene_id,length,HSC_1,HSC_2,CMP_1,CMP_2,CFUE_1,CFUE_2,Eryth_1,Eryth_2
ENSMUSG00000038352,1384.33,53,48,26,125,283,267,29,14
ENSMUSG00000038354,2394,0,0,0,0,0,0,0,0
ENSMUSG00000038357,599,6039,3061,417,1128,3780,2520,3444,5319
ENSMUSG00000038365,2008,210,581,276,372,160,81,16,1
ENSMUSG00000038366,1284.53,3463.99,6280,1867,7530,1071,402,348,693
ENSMUSG00000038368,3657.42,1134,1465,1759,3962,189,164,68.86,166.25
ENSMUSG00000038369,3973.36,1171,1509,964,4726,1370,1103,522,897
ENSMUSG00000038370,1577,827,1647,255,669,0,0,2,0
ENSMUSG00000038371,3216.86,212,318,46,133,62,89,38,87
ENSMUSG00000038372,1693.33,608,1245,603,1750,139,84,12,97
ENSMUSG00000038374,2604,1368.7,3623.99,2345.23,5930.84,814,538,84,232
ENSMUSG00000038375,1705.24,408,238,24,239,92,89,72,190
ENSMUSG00000038379,2801.79,1242,2951,2231,6255,4075,2207,73,203
ENSMUSG00000038383,1644.95,980,1879,950,2584,559,265,113,78
ENSMUSG00000038384,5161.97,170,304,272,1436,2188,1252,395.08,496.19
ENSMUSG00000038387,977,101,39,2,39,0,9,22,50
ENSMUSG00000038388,1446.12,2905,8200,4495,11377,545,385,140,274
ENSMUSG00000038390,2676,1,0,0,34,0,0,0,0
ENSMUSG00000038393,2164.52,13247,16140,4654,14400,3371,1893,918,1030
ENSMUSG00000038398,1402,601,1845,915,1812,421,331,32,66
ENSMUSG00000038400,1952.67,0,45,0,30,0,0,0,3
ENSMUSG00000038402,2363,3,0,0,0,0,0,0,0
ENSMUSG00000038403,2021,0,0,0,0,0,2,0,0
ENSMUSG00000038406,3209.87,600,1029,681,2847,1434,1165,128,201
ENSMUSG00000038408,937.33,0,0,0,0,0,0,0,0
ENSMUSG00000038412,1873,388,816,307,888,102,117,34.91,27
ENSMUSG00000038415,2653,0,0,0,0,0,0,0,0
ENSMUSG00000038416,2077.08,1680,2369,1686,4761,800,594,105,188
ENSMUSG00000038417,3263,1719,3160,1562,3419,1026,502,139,438
ENSMUSG00000038418,3106,2595,6513,1900,9730,0,17,90,104
ENSMUSG00000038421,509,5,20,20,0,535,390,3,0
ENSMUSG00000038422,1205,46,80,0,186,0,0,2,0
ENSMUSG00000038425,2777.36,1401,2760,1144,2786,1059,294,26,44
ENSMUSG00000038429,2622.02,2654,3935,3305,9913,1892,1074,70,287
ENSMUSG00000038437,7273.97,1635,3638,542,2958,210,103,26,36
ENSMUSG00000038446,3361,1342,3418,1451,4477,226,268,266,431
ENSMUSG00000038451,1219,75,299,18,173,181,101,2,3
ENSMUSG00000038453,3419.8,0,0,0,0,0,0,0,0
ENSMUSG00000038456,2989.26,83,116,0,0,50,0,7,2
ENSMUSG00000038457,1192.5,0,0,0,0,0,0,0,0
ENSMUSG00000038459,2238,270,704,347,1395,189,55,84,146
ENSMUSG00000038462,1363,1494,2838,2164,4622,1210,882,229,379
ENSMUSG00000038463,3095,217,225,31,35,54,104,60,87
ENSMUSG00000038467,1509.22,1813,4113,2200,6679,1366,947,143,250
ENSMUSG00000038473,1522.34,266,170,133,432,1829,958,59,148
ENSMUSG00000038481,5807,7944,10542,5102,14576,3068,2036,419,416
ENSMUSG00000038482,1700,2493,4538,3742,11830,2550,2530,608,634
ENSMUSG00000038485,7015,1223,2443,1533,3826,803,485,25,114
ENSMUSG00000038486,4334,103,132,94,226,0,0,0,0
ENSMUSG00000038489,1650,488.53,928.56,893.48,2581.7,127.45,48.14,16.34,69.86
ENSMUSG00000038491,829,0,0,14,49,0,0,0,0
ENSMUSG00000038495,4435.74,1410,2992,1353,3922,2087,1414,32,90
ENSMUSG00000038496,1550,7,54,0,0,0,0,0,0
ENSMUSG00000038497,4533,269,643,167,849,22,122,85,41
ENSMUSG00000038498,2061,0,0,0,0,0,0,0,0
ENSMUSG00000038500,964.88,294,489,169,671,0,39,1,9
ENSMUSG00000038502,1200.36,554,938,393,1567,20,5,60,47
ENSMUSG00000038503,2977.87,2437,5320,2469,7978,1982,1424,285,447
ENSMUSG00000038506,2925.03,745,1181,779,1722,453,242,4,118
ENSMUSG00000038507,2981,1212,2119,406,1389,922,665,72,209
ENSMUSG00000038508,1462.5,0,52,5,0,0,0,0,0
ENSMUSG00000038510,941.03,1406,3090,2462,7734,419,176,87,134
ENSMUSG00000038515,1310,0,32,0,0,58,88,2,17
ENSMUSG00000038517,3062.69,266,482,26,259,1,33,26,16
ENSMUSG00000038518,3212.67,2405,3653,2199,6633,1797,1178,212,356
ENSMUSG00000038520,1622.04,642,782,395,1582,846,358,108.83,174
ENSMUSG00000038521,1471.8,0,0,0,1,81,0,0,0
ENSMUSG00000038522,1582.5,0,0,0,0,0,0,0,26
ENSMUSG00000038523,697,0,0,0,0,0,0,0,0
ENSMUSG00000038524,1781.42,585,586,154,255,19,43,0,1
ENSMUSG00000038525,2137.17,2805,4077,2358,5584,257,108,83,129
ENSMUSG00000038526,1010,0,0,0,0,0,0,0,0
ENSMUSG00000038527,3010,319,488,120,234,54,12,21,7
ENSMUSG00000038528,2978,22.52,0,1,70,0,0,1,0
ENSMUSG00000038530,2081,0,0,0,0,0,0,0,0
ENSMUSG00000038533,4297.94,1436.73,2668.03,1087.31,3911.35,693,423,79,142
ENSMUSG00000038534,3144.24,535,716,329,1601,103,52,43,58
ENSMUSG00000038535,3032.25,3747,7106,4277,13768,6215,3135,482,1023
ENSMUSG00000038537,2623,0,0,0,0,0,0,0,0
ENSMUSG00000038538,11357.21,4164,6329,3698,14214,5375,3795,1638.74,2651.88
ENSMUSG00000038539,1815,74,130,53,110,92,37,11,11
ENSMUSG00000038540,6221,6,35,1,116,143,123,91,86
ENSMUSG00000038541,854,0,0,0,0,0,0,0,0
ENSMUSG00000038542,2121.57,562,943,496,1891,268,308,60,110
ENSMUSG00000038543,664.49,678,1382,492,1007,224,39,37.87,124
ENSMUSG00000038544,2385.3,1482,3275,2368,6537,621,569,35,136
ENSMUSG00000038545,4119.73,2078,2927,942,3515,20,8,12,25
ENSMUSG00000038546,3064,2130,3937,1846,5490,792,772,347,503
ENSMUSG00000038550,745.74,118,318,59,288,0,9,0,0
ENSMUSG00000038552,1466.98,20,0,27,0,5,0,0,0
ENSMUSG00000038555,1926,17,41,4,21,0,0,7,0
ENSMUSG00000038560,3546,8,5,0,85,0,0,0,0
ENSMUSG00000038563,3528.23,1052,2706,1371,3723,186,181,20,33
ENSMUSG00000038564,5407,1046,1669,873,2295,158,132,13,4
ENSMUSG00000038567,3560,21,0,0,0,0,0,0,0
ENSMUSG00000038569,1546.5,347,452,99,671,5,42,16.42,37.16
ENSMUSG00000038570,2076.04,22,27,12,52,0,0,7,0
ENSMUSG00000038572,1637,67,107,0,0,0,0,0,0
ENSMUSG00000038576,950.4,14,82,0,0,0,0,0,0
ENSMUSG00000038578,2623.33,4440,7702,4080,12096,1108,474,66,144
ENSMUSG00000038580,512.5,0,0,0,0,0,0,0,0
ENSMUSG00000038582,4644,1121,2436,981,2909,342,306,29.58,35.84
ENSMUSG00000038583,2353,15,4,1,86,0,49,15,4
ENSMUSG00000038587,6244,50,52,63,3,1186,451,0,1
ENSMUSG00000038591,4587,0,0,0,0,0,0,0,0
ENSMUSG00000038593,2241.04,233,395,85,602,662,204,1.24,7.32
ENSMUSG00000038594,2691,1286,2314,1186,3794,558,181,54,40
ENSMUSG00000038598,3501,0,0,0,0,0,0,0,0
ENSMUSG00000038599,2426.25,0,0,0,35,0,0,0,0
ENSMUSG00000038600,1414.14,0,0,0,59,0,0,7,8
ENSMUSG00000038602,4941,0,1,0,0,0,0,0,0
ENSMUSG00000038604,4109,989,1204,1358,6599,18,84,239,358
ENSMUSG00000038605,1869.29,211,393,27,153,3,18,4,44
ENSMUSG00000038607,1133.16,1271,2067,1391,4844,174,85,94,185
ENSMUSG00000038608,5710.67,10676,16883,9641,31441,1954,1164,573,909
ENSMUSG00000038611,2419,2338,3874,2396,9186,3257,2425,162,342
ENSMUSG00000038612,3485,12850,26977,7191,22057,7246,5310,1284,1502
ENSMUSG00000038615,3950.3,2717,5184,2353,7551,3356,1502,183,319
ENSMUSG00000038618,1507.6,89,113,124,64,227,161,8,33
ENSMUSG00000038619,1847.65,2177,4069,1773,5152,4120,2718,291,376
ENSMUSG00000038622,871,447,730,420,1373,133,276,46,50
ENSMUSG00000038623,1840.02,2761,4903,3232,8421,805,177,199.77,361.03
ENSMUSG00000038624,1289.5,0,2,0,0,0,0,0,0
ENSMUSG00000038628,2948,1146,3162,1578,5705,564,495,70,38
ENSMUSG00000038630,2794,0,0,0,0,0,0,0,0
ENSMUSG00000038633,2040.78,996,1551,582,2058,1320,696,388,808
ENSMUSG00000038637,2816.84,28,47,43,139,328,196,17,0
ENSMUSG00000038641,1173,0,0,0,0,0,0,0,0
ENSMUSG00000038642,1355,2363,2168,1356,3757,2574,1672,525,641
ENSMUSG00000038644,2742.01,2179,3909,2786,9409,2022,1369,106,153
ENSMUSG00000038646,1452,1628.63,2264.45,1602.2,4709.81,467,673.95,332,477.58
ENSMUSG00000038648,7082,382,853,466,1383,58,120,58,112
ENSMUSG00000038650,1679.12,1260,1306,968,2605,120,360,77,133
ENSMUSG00000038651,954.33,0,0,0,0,0,0,0,0
ENSMUSG00000038656,1730,0,0,0,0,0,0,0,0
ENSMUSG00000038658,3885.23,1877,2864,1083,4123,341,127,34,127
ENSMUSG00000038663,3985,86,116,15,2,0,22,10,2
ENSMUSG00000038664,7621.57,10441.92,17939.05,11708.23,35977.02,115546.03,71564.45,11915.06,20619.18
ENSMUSG00000038665,2315.32,39,20,16,36,102,2,17,0
ENSMUSG00000038668,3291.83,198,95,35,70,0,0,0,10
ENSMUSG00000038670,3624,0,0,0,0,0,0,0,0
ENSMUSG00000038671,923.88,775,1320,679,2098,137,132,49,12
ENSMUSG00000038676,504,0,0,0,0,0,0,0,0
ENSMUSG00000038677,6059.74,414,597,52,200,0,0,0,0
ENSMUSG00000038679,7934.71,2085,3354,1424,5831,746,148,92,172
ENSMUSG00000038683,1786.04,2136,3799,3096,8390,2158,1280,193,216
ENSMUSG00000038685,1623.19,930,1833,1113,2920,1560,733,39,80
ENSMUSG00000038690,656.52,742,597,1081,2606,598,344,118,368
ENSMUSG00000038691,844,0,0,0,0,0,0,0,0
ENSMUSG00000038692,2566,81,249,104,114,0,1,5,0
ENSMUSG00000038695,768.71,229,276,342,754,2458,1129,104,26
ENSMUSG00000038696,2392.07,1574,3340,1675,5334,650,444,103,75
ENSMUSG00000038697,2887.3,1841,2901,1957,5213,1991,1304,122,266
ENSMUSG00000038700,1895,6,56,0,0,0,0,0,0
ENSMUSG00000038702,4801.34,612,962,537,885,0,13,9,1
ENSMUSG00000038704,765.17,0,0,0,0,0,0,0,0
ENSMUSG00000038705,3495.2,780,1228,516,1915,2300,1411,214,246
ENSMUSG00000038708,7535,6296,12419,5979,17164,2233,1343,98,113
ENSMUSG00000038709,491,0,0,0,0,0,0,0,0
ENSMUSG00000038712,2330.79,1269,2258,586,2741,664,488,166,242
ENSMUSG00000038717,511,43.92,3.05,85.84,122.32,2.85,0,17.12,113.49
ENSMUSG00000038718,1987.47,258,700,265,546,2230,1277,80,56
ENSMUSG00000038721,830.5,0,0,0,0,0,0,0,0
ENSMUSG00000038722,670.61,1964,2853,2281,4470,1378,1007,334.3,429.88
ENSMUSG00000038725,12741.64,220,1257,757,2275,50873,28115,2492,3716
ENSMUSG00000038729,4876.11,0,4,0,80,0,24,14,0
ENSMUSG00000038732,2896,402,775,241,1064,1,54,0,26
ENSMUSG00000038733,4381.53,6256,10778,6169,19498,27066,15664,11128,16016
ENSMUSG00000038736,3447,1144,2936,1736,3714,362,476,38,42
ENSMUSG00000038738,3352.86,0,0,0,0,50,0,0,0
ENSMUSG00000038740,4679.38,1353,2377,1441,4857,3677,1511,150,385
ENSMUSG00000038742,1581,17,28,37,30,15,0,1,0
ENSMUSG00000038745,3178,11,32,29,26,0,1,0,0
ENSMUSG00000038750,666.6,0,0,0,0,0,0,0,0
ENSMUSG00000038751,3689,0,0,0,0,0,0,3,0
ENSMUSG00000038754,1494,7,0,0,0,0,0,0,0
ENSMUSG00000038756,3345,0,0,0,0,0,0,0,0
ENSMUSG00000038759,5809.92,4524,8871,6899,19685,2651,1634,177,409
ENSMUSG00000038760,2860.5,0,0,0,0,0,0,0,0
ENSMUSG00000038762,2310.15,4081,12050,6297,21818,4602,2264,134,198
ENSMUSG00000038763,6369,351,689,77,310,0,0,0,0
ENSMUSG00000038764,6125.79,475,852,224,800,18,19,9,0
ENSMUSG00000038765,2228.67,0,0,0,0,0,0,0,0
ENSMUSG00000038766,7598.37,5358,10587,5768,17494,19435,12102,412,364.16
ENSMUSG00000038768,1898,0,0,0,0,0,0,0,0
ENSMUSG00000038770,1337.83,0,0,0,0,0,0,0,0
ENSMUSG00000038773,7112,5081,7991,4489,15968,4464,2447,487,566
ENSMUSG00000038774,7477,3553,6543,4091,11158,5513,3313,661,621
ENSMUSG00000038775,1044.14,539,655,270,918,0,22,32,9
ENSMUSG00000038776,1699,82,153,0,71,126,48,69,53
ENSMUSG00000038777,3474.76,14,48,10,68,0,0,0,0
ENSMUSG00000038780,5188.6,550,1124,233,980,42,115,22,40
ENSMUSG00000038781,1491,18,4,6,0,0,0,0,0
ENSMUSG00000038782,1245,4,0,10,2,0,0,0,0
ENSMUSG00000038784,4514.27,1803,2785,1598,5208,3942,2274,577,1086
ENSMUSG00000038791,656.67,0,0,0,0,0,0,0,0
ENSMUSG00000038792,986,0,0,0,0,0,0,0,0
ENSMUSG00000038793,874.75,28,16,18,108,0,39,0,2
ENSMUSG00000038797,1714.18,512,997,230,813,62,9,4,6
ENSMUSG00000038801,455,0,0,0,0,0,0,0,0
ENSMUSG00000038803,766.59,1571,2941,2089,5160,1877,612,334,484
ENSMUSG00000038805,2979,0,0,0,0,0,0,0,0
ENSMUSG00000038806,2729.12,1886,4771,1923,5855,1716,1041,183,468
ENSMUSG00000038807,6202.29,298,315,172,531,174,81,57,66
ENSMUSG00000038811,589,185,153,56,36,262,71,23,19
ENSMUSG00000038812,767.68,2007.65,4265.5,2277.1,6847.02,544,160,107.6,174.51
ENSMUSG00000038816,2749.83,532,1109,418,1153,154,31,1,0
ENSMUSG00000038822,2965.83,706,1706,676,3070,20625,11055,1747,2489
ENSMUSG00000038827,3508.03,453,450,393,1485,286,109,43,85
ENSMUSG00000038828,3960.07,677,1089,637,2519,604,246,36,186
ENSMUSG00000038831,4676.85,417,465,162,427,0,0,9,19
ENSMUSG00000038836,1311.17,146,348,66,412,0,202,12,17
ENSMUSG00000038838,3453.07,573,1196,634,1860,15,33,15,49
ENSMUSG00000038840,1353.5,0,0,0,0,0,0,0,0
ENSMUSG00000038843,4479.17,1846,4167,1660,4926,10524,7600,3121,5696
ENSMUSG00000038844,6383,2769,4982,2676,5894,570,158,23,145
ENSMUSG00000038845,1668.1,1871.25,3139.53,2830.93,7586.31,516.65,148.93,104.94,144.21
ENSMUSG00000038848,3184,1362,2073,1627,5376,1587,428,157,291
ENSMUSG00000038855,6063.9,2170,3916,969,4063,337,137,82,71
ENSMUSG00000038859,3247,1,0,0,2,0,0,0,0
ENSMUSG00000038860,787.05,32,69,90,114,0,0,0,2
ENSMUSG00000038861,2249.08,987,2311,589,3211,662,461,102,53
ENSMUSG00000038866,6031.39,2542,4024,1817,5065,394,330,151,109
ENSMUSG00000038871,2198.12,981,1102,860,1728,5934,4282,4930,6558
ENSMUSG00000038872,16433,545,912,296,1111,69,52,91,33
ENSMUSG00000038876,2458.11,2432,3993,1905,5053,1393,612,102.81,183.47
ENSMUSG00000038879,3825,0,17,0,0,0,0,0,0
ENSMUSG00000038880,919.03,262.68,493.68,256.39,701.35,294,110.46,36.33,46.24
ENSMUSG00000038883,1335,0,0,0,0,0,4,0,0
ENSMUSG00000038884,2087.5,1101,2575,787,1734,78,44,7,27
ENSMUSG00000038886,6553,3348,5902,2144,6671,566,296,69,163
ENSMUSG00000038888,2475,314,371,289,916,0,13,9,1
ENSMUSG00000038891,875,0,0,0,0,0,0,0,0
ENSMUSG00000038893,1694.03,3093,4469,4017,13013,10657,6133,2367.6,3365
ENSMUSG00000038894,4024,882,1078,142,620,617,265,105,191
ENSMUSG00000038895,2122.93,235,506,126,540,163,221,7,39
ENSMUSG00000038900,815.66,22173.11,38271.81,21949.25,67515.57,3473.54,2327.82,1167.78,2187.71
ENSMUSG00000038902,4225.1,1519,2514,1064,5096,1002,619,169,394
ENSMUSG00000038903,1235,28,46,173,182,0,0,13,0
ENSMUSG00000038909,3125.49,3324,7192,3847,11208,5030,2759,427,569
ENSMUSG00000038910,4050,2022,4198,2510,5687,11890,6879,1159,2041
ENSMUSG00000038914,6164.83,7984,14782,6944,22364,13034,6898,508,835
ENSMUSG00000038916,3948,0,0,0,0,0,0,0,0
ENSMUSG00000038917,2847,0,0,0,0,0,0,0,0
ENSMUSG00000038925,1073.33,0,0,0,0,0,0,0,0
ENSMUSG00000038930,1251.34,352,506,239,929,33,55,7,44
ENSMUSG00000038932,1764,0,0,0,0,0,0,0,0
ENSMUSG00000038936,1199.28,664,1014,575,1487,11,62,2,59
ENSMUSG00000038943,2303.98,3959,7905,5161,15030,56529,37324,446,872
ENSMUSG00000038949,4336.14,994,1933,630,3395,2798,2038,107,119
ENSMUSG00000038954,1517.41,444,595,324,783,583,192,74,77
ENSMUSG00000038957,5708,616,782,633,2341,338,564,521.71,915.04
ENSMUSG00000038963,2905.76,264,555,464,687,0,50,25,68
ENSMUSG00000038965,1211.94,2543.14,6571.05,4651.72,11304.8,2158.02,668.58,483.12,690.69
ENSMUSG00000038967,2246,93,216,57,330,100,79,57,16
ENSMUSG00000038968,1384,0,0,0,0,0,0,0,0
ENSMUSG00000038970,8114,1624,2878,1018,3311,3986,2382,225,331
ENSMUSG00000038973,658,0,0,0,48,0,0,0,0
ENSMUSG00000038975,1360.06,1928,3369,2030,5064,2621,1904,181,324
ENSMUSG00000038976,3412.37,7173,20025,7543,22581,9016,4070,318,280
ENSMUSG00000038980,2319,0,0,0,0,0,0,0,0
ENSMUSG00000038982,1766,422,813,387,980,451,276,21,12
ENSMUSG00000038984,4008,45,2,0,85,0,0,0,0
ENSMUSG00000038987,999.5,0,0,0,0,0,0,0,0
ENSMUSG00000038990,3181.72,703,789,431,1195,423,274,46,46
ENSMUSG00000038991,2652.06,1624,1902,1865,6270,445,133,88,300
ENSMUSG00000038994,864,0,0,0,0,0,0,0,0
ENSMUSG00000038997,2553,0,0,21,86,0,0,29,4.04
ENSMUSG00000039000,5033,2164,4508,2070,6829,3639,1804,139,215
ENSMUSG00000039001,396.95,8336,17455,12480,29215,1484,1518,325,605
ENSMUSG00000039004,2410,0,0,16,0,95,2,0,0
ENSMUSG00000039005,4077,907,897,184,617,357,277,49,142
ENSMUSG00000039007,1923,1586,1995,1254,3411,264,149,38,50
ENSMUSG00000039013,2474.25,251,301,805,1920,69,51,66,29
ENSMUSG00000039016,527,560,1184,962,2011,145,308,28,56
ENSMUSG00000039018,1471.28,147,232,170,821,0,12,15,17
ENSMUSG00000039021,2392.5,0,1,0,0,0,0,0,0
ENSMUSG00000039031,3230.48,4365,7905,2481,8064,651,304,91,139
ENSMUSG00000039032,1141,0,0,0,0,0,0,0,0
ENSMUSG00000039033,2006,658,864,753,1996,934,372,55,19
ENSMUSG00000039037,5667,1,0,0,0,101,0,0,0
ENSMUSG00000039041,2050.04,909.57,1851.5,1062.58,3208.35,701.66,599.72,93.52,86.46
ENSMUSG00000039043,2277,33,18,6,35,0,0,0,0
ENSMUSG00000039046,4991.48,1952,3875,1299,5228,2818,1794,127,237
ENSMUSG00000039047,1836.07,1376,2964,1541,4076,459,408,113,79
ENSMUSG00000039048,2348.06,992,1998,1068,3684,316,214,37,54
ENSMUSG00000039050,2360.97,1065,1832,1354,2944,614,352,74,119
ENSMUSG00000039055,1669.12,431,535,780,2029,1273,676,21.46,61.39
ENSMUSG00000039057,6725,0,0,0,0,0,0,0,0
ENSMUSG00000039058,3103,6,0,0,0,0,0,0,0
ENSMUSG00000039059,1432.62,0,0,0,0,0,0,0,0
ENSMUSG00000039062,3422,16,45,0,69,0,0,6,0
ENSMUSG00000039063,1851,50,29,0,55,0,0,0,0
ENSMUSG00000039065,4004.19,317,298,220,950,241,128,40,63
ENSMUSG00000039067,1599,1669,4400,2810,8934,1082,895,255,376
ENSMUSG00000039068,4673.22,5102,10537,4827,14234,2372,1848,212,192.02
ENSMUSG00000039069,1812.71,521,631,189,951,65,100,0,1
ENSMUSG00000039070,2739,0,0,0,0,0,0,0,0
ENSMUSG00000039079,1340,0,0,0,0,0,0,0,0
ENSMUSG00000039081,4213,77,42,18,3,0,0,2,9
ENSMUSG00000039084,1680,9,15,2,0,0,0,0,0
ENSMUSG00000039086,4343,212,478,81,572,58,4,1,0
ENSMUSG00000039087,6079.98,2123,3004,2853,9419,279,210,249,337
ENSMUSG00000039089,4559.98,1876,2910,1435,5308,263,103,55,26
ENSMUSG00000039092,2493,0,0,0,0,0,0,0,0
ENSMUSG00000039095,3539,0,0,0,0,0,0,0,0
ENSMUSG00000039096,4143,595,1195,376,1811,18,10,0,1
ENSMUSG00000039097,2064,0,0,0,0,0,0,0,0
ENSMUSG00000039098,1193,0,0,0,0,0,0,0,0
ENSMUSG00000039099,2285,0,0,0,0,0,0,0,0
ENSMUSG00000039100,6236,4365,8132,4040,13881,7910,5339,548,806
ENSMUSG00000039103,2562,52,55,0,60,0,0,2,0
ENSMUSG00000039105,1135,1531.82,1694,1126.85,3040.21,1045.41,785,171,214.68
ENSMUSG00000039106,5576,0,0,0,0,0,0,2,0
ENSMUSG00000039108,2154.25,1118,2499,933,2776,293,317,20,22
ENSMUSG00000039109,3877,1400,714,6192,17676,1743,1425,700,1064
ENSMUSG00000039110,1512,32,40,39,73,0,0,0,0
ENSMUSG00000039114,1155,0,0,0,0,0,1,0,0
ENSMUSG00000039115,3422.57,446,629,211,430,39,115,20,33
ENSMUSG00000039116,6505,6,0,0,33,0,0,12,45
ENSMUSG00000039117,3329,871,1629,821,2849,4558,2043,187,256
ENSMUSG00000039126,12512,221,326,152,130,1,0,2,19
ENSMUSG00000039128,1123.26,1279,3580,1610,4673,689,819,99,150
ENSMUSG00000039130,1873.4,700,1373,788,2565,178,183,20,94
ENSMUSG00000039131,888.57,0,0,0,29,0,0,0,0
ENSMUSG00000039133,2075,4,0,8,1,0,0,0,0
ENSMUSG00000039137,1508.21,82,214,39,282,0,20,0,3
ENSMUSG00000039138,737,0,0,0,0,0,0,0,0
ENSMUSG00000039145,6873.92,1534,1391,648,2264,320,132,55,176
ENSMUSG00000039146,486,0,0,0,0,0,0,0,0
ENSMUSG00000039148,5091,1874,4254,2242,7407,2359,1745,54,120
ENSMUSG00000039153,3424.63,2152,4131,1254,5494,0,40,72,457
ENSMUSG00000039154,1549,0,25,0,0,0,0,0,0
ENSMUSG00000039155,2057.67,0,0,0,0,0,0,0,0
ENSMUSG00000039156,3347.74,1082,2650,1248,3956,512,306,107,70
ENSMUSG00000039157,4447.93,687,1065,249,621,266,34,37,26
ENSMUSG00000039158,4987.67,1482,2614,823,3091,1353,809,333,490
ENSMUSG00000039159,4657,1265.47,3010.39,786.38,2711.87,3570.46,2428.47,4000.61,5632.82
ENSMUSG00000039163,1181,514,733,545,2056,0,41,19,113
ENSMUSG00000039164,4650,238,283,196,638,23,112,14,18.38
ENSMUSG00000039166,2010.1,1200,1801,508,1567,2510,1564,807,1312
ENSMUSG00000039167,3991.69,44945,78987,15121,39147,142,96,119,53
ENSMUSG00000039168,1555,839,1676,1047,3586,360,185,118,265
ENSMUSG00000039174,720.33,0,0,0,0,0,0,0,0
ENSMUSG00000039176,3029.71,1395,2264,1202,3982,1930,981,60.85,170.45
ENSMUSG00000039178,2688,437,406,144,565,26,20,55,25
ENSMUSG00000039179,1803,1,0,0,0,0,0,0,0
ENSMUSG00000039182,2010,630,1207,620,1642,27,81,36,37
ENSMUSG00000039183,1430,491,772,554,2015,1025,480,113,146
ENSMUSG00000039187,4030.34,1745,3370,1804,5227,3416,1372,54.15,57.55
ENSMUSG00000039191,5420,2963.3,4799.94,3031.5,9913.1,986.87,307,236,427.98
ENSMUSG00000039193,3838,101,340,511,1231,90,82,41,29
ENSMUSG00000039194,2161,0,0,0,0,0,0,0,0
ENSMUSG00000039195,806.52,58,34,48,219,72,51,16,45.57
ENSMUSG00000039196,775,92,12,0,66,283,39,58,0
ENSMUSG00000039197,1781,1009,2073,2296,5777,973,528,164,337
ENSMUSG00000039198,2368.5,0,0,0,0,0,0,0,0
ENSMUSG00000039199,1737,165,92,57,83,0,8,0,0
ENSMUSG00000039200,1622.2,0,38,0,27,0,0,0,0
ENSMUSG00000039201,2451.58,245,467,277,542,74,127,29,20
ENSMUSG00000039202,6719.51,4143,6854,2917,9202,3074,1970,446.18,726.14
ENSMUSG00000039205,1370.19,1259,3067,1544,3986,2053,1101,89,156.43
ENSMUSG00000039206,2951.31,609,1054,446,1195,1396,461,102,126
ENSMUSG00000039208,996.68,102,322,1,93,84,17,36,12
ENSMUSG00000039209,677.5,0,4,0,0,0,0,0,0
ENSMUSG00000039210,2788.42,1422,2070,1472,3890,236,217,25,47
ENSMUSG00000039215,2778,0,0,0,0,0,0,0,0
ENSMUSG00000039217,702,180,375,48,38,11,62,42,0
ENSMUSG00000039218,6766,18057.64,24844.73,20081.44,69654.72,46703,20196.97,4162.53,5577.28
ENSMUSG00000039219,5269.03,4641,8711,4785,14055,5393,3106,1528,2805
ENSMUSG00000039220,1644.16,3551,6815,2603,7417,4505,2139,550,871
ENSMUSG00000039221,743.77,1554.41,1777,1448.55,3562.38,137,290.66,274.83,532.78
ENSMUSG00000039224,3212,0,0,0,0,0,0,0,0
ENSMUSG00000039230,3580.34,2231,3098,2184,7001,7076,4817,402.27,927.45
ENSMUSG00000039231,2790.16,1861,4487,2638,8416,3126,1949,211.52,213
ENSMUSG00000039232,2291.47,249,546,164,1102,349,294,102,126
ENSMUSG00000039233,1171.05,943,2029,943,3196,1817,1316,162.9,445.38
ENSMUSG00000039234,3856,556,908,552,2020,14,79,46,34
ENSMUSG00000039236,989.9,114,518,341,963,5028,2706,2145,3241
ENSMUSG00000039238,3232,0,0,0,0,0,52,33,25
ENSMUSG00000039239,1827.5,0,4,0,0,0,0,0,0
ENSMUSG00000039242,3681,1219,2495,2413,6297,1395,738,80.1,194.62
ENSMUSG00000039244,2370.11,411,1038,461,1969,358,195,49,134
ENSMUSG00000039246,916.82,154,158,65,130,0,0,0,0
ENSMUSG00000039252,1950,0,0,0,0,0,0,0,0
ENSMUSG00000039253,2520,468,1603,719,2638,8051,5197,650,1009
ENSMUSG00000039254,2522.11,920,1505,849,3004,829,357,38,36
ENSMUSG00000039257,1348,0,0,0,0,0,0,0,0
ENSMUSG00000039262,9374.13,3205,4850,2848,11442,2158,1596,392,511
ENSMUSG00000039263,2227.61,1216,2023,1104,3143,36,79,37,115
ENSMUSG00000039264,906,91.12,13,0,23,82,36.41,0,0
ENSMUSG00000039269,1368,0,0,0,0,0,0,0,0
ENSMUSG00000039270,7924,1143,751,738,1525,1857,1031,543,929
ENSMUSG00000039275,4710.35,1316,2848,1532,4969,1662,1270,102,165
ENSMUSG00000039278,2193,0,0,0,0,0,0,0,0
ENSMUSG00000039285,2730.87,1952,4781,1988,6235,3149,1851,419,760
ENSMUSG00000039286,6854.12,679,1132,774,2558,267,99,79,119
ENSMUSG00000039294,1906.81,1143,1161,754,2756,1268,1006,152,56
ENSMUSG00000039296,1532,0,0,0,0,0,0,0,0
